機関コード,コード連番,既存の識別コード,機関名,無効化フラグ,有効開始日時,有効終了日時,バージョン情報
"0220144204601700","1","20144204601700","大分県日田市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144205401700","1","20144205401700","大分県佐伯市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144206201700","1","20144206201700","大分県臼杵市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144207101700","1","20144207101700","大分県津久見市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144208901700","1","20144208901700","大分県竹田市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144209701700","1","20144209701700","大分県豊後高田市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144210101700","1","20144210101700","大分県杵築市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144211901700","1","20144211901700","大分県宇佐市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144212701700","1","20144212701700","大分県豊後大野市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144213501700","1","20144213501700","大分県由布市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144214301700","1","20144214301700","大分県国東市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144322101700","1","20144322101700","大分県姫島村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144341701700","1","20144341701700","大分県日出町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144461801700","1","20144461801700","大分県九重町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220144462601700","1","20144462601700","大分県玖珠町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145201701700","1","20145201701700","宮崎県宮崎市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145202501700","1","20145202501700","宮崎県都城市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145203301700","1","20145203301700","宮崎県延岡市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145204101700","1","20145204101700","宮崎県日南市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145205001700","1","20145205001700","宮崎県小林市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145206801700","1","20145206801700","宮崎県日向市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145207601700","1","20145207601700","宮崎県串間市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145208401700","1","20145208401700","宮崎県西都市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145209201700","1","20145209201700","宮崎県えびの市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145341201700","1","20145341201700","宮崎県三股町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145361701700","1","20145361701700","宮崎県高原町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145382001700","1","20145382001700","宮崎県国富町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145383801700","1","20145383801700","宮崎県綾町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145401001700","1","20145401001700","宮崎県高鍋町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145402801700","1","20145402801700","宮崎県新富町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145403601700","1","20145403601700","宮崎県西米良村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145404401700","1","20145404401700","宮崎県木城町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145405201700","1","20145405201700","宮崎県川南町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145406101700","1","20145406101700","宮崎県都農町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145421401700","1","20145421401700","宮崎県門川町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145429001700","1","20145429001700","宮崎県諸塚村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145430301700","1","20145430301700","宮崎県椎葉村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145431101700","1","20145431101700","宮崎県美郷町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145441901700","1","20145441901700","宮崎県高千穂町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145442701700","1","20145442701700","宮崎県日之影町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220145443501700","1","20145443501700","宮崎県五ヶ瀬町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146201201700","1","20146201201700","鹿児島県鹿児島市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146203901700","1","20146203901700","鹿児島県鹿屋市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146204701700","1","20146204701700","鹿児島県枕崎市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146206301700","1","20146206301700","鹿児島県阿久根市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146208001700","1","20146208001700","鹿児島県出水市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146210101700","1","20146210101700","鹿児島県指宿市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146213601700","1","20146213601700","鹿児島県西之表市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146214401700","1","20146214401700","鹿児島県垂水市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146215201700","1","20146215201700","鹿児島県薩摩川内市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146216101700","1","20146216101700","鹿児島県日置市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146217901700","1","20146217901700","鹿児島県曽於市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146218701700","1","20146218701700","鹿児島県霧島市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146219501700","1","20146219501700","鹿児島県いちき串木野市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146220901700","1","20146220901700","鹿児島県南さつま市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146221701700","1","20146221701700","鹿児島県志布志市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146222501700","1","20146222501700","鹿児島県奄美市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146223301700","1","20146223301700","鹿児島県南九州市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146224101700","1","20146224101700","鹿児島県伊佐市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146225001700","1","20146225001700","鹿児島県姶良市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146303501700","1","20146303501700","鹿児島県三島村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146304301700","1","20146304301700","鹿児島県十島村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146392201700","1","20146392201700","鹿児島県さつま町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146404001700","1","20146404001700","鹿児島県長島町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146452001700","1","20146452001700","鹿児島県湧水町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146468601700","1","20146468601700","鹿児島県大崎町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146482101700","1","20146482101700","鹿児島県東串良町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146490201700","1","20146490201700","鹿児島県錦江町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146491101700","1","20146491101700","鹿児島県南大隅町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146492901700","1","20146492901700","鹿児島県肝付町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146501101700","1","20146501101700","鹿児島県中種子町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146502001700","1","20146502001700","鹿児島県南種子町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146505401700","1","20146505401700","鹿児島県屋久島町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146523201700","1","20146523201700","鹿児島県大和村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146524101700","1","20146524101700","鹿児島県宇検村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146525901700","1","20146525901700","鹿児島県瀬戸内町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146527501700","1","20146527501700","鹿児島県龍郷町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146529101700","1","20146529101700","鹿児島県喜界町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146530501700","1","20146530501700","鹿児島県徳之島町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146531301700","1","20146531301700","鹿児島県天城町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146532101700","1","20146532101700","鹿児島県伊仙町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146533001700","1","20146533001700","鹿児島県和泊町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146534801700","1","20146534801700","鹿児島県知名町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220146535601700","1","20146535601700","鹿児島県与論町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147201801700","1","20147201801700","沖縄県那覇市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147205101700","1","20147205101700","沖縄県宜野湾市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147207701700","1","20147207701700","沖縄県石垣市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147208501700","1","20147208501700","沖縄県浦添市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147209301700","1","20147209301700","沖縄県名護市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147210701700","1","20147210701700","沖縄県糸満市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147211501700","1","20147211501700","沖縄県沖縄市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147212301700","1","20147212301700","沖縄県豊見城市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147213101700","1","20147213101700","沖縄県うるま市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147214001700","1","20147214001700","沖縄県宮古島市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147215801700","1","20147215801700","沖縄県南城市","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147301401700","1","20147301401700","沖縄県国頭村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147302201700","1","20147302201700","沖縄県大宜味村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147303101700","1","20147303101700","沖縄県東村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147306501700","1","20147306501700","沖縄県今帰仁村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147308101700","1","20147308101700","沖縄県本部町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147311101700","1","20147311101700","沖縄県恩納村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147313801700","1","20147313801700","沖縄県宜野座村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147314601700","1","20147314601700","沖縄県金武町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147315401700","1","20147315401700","沖縄県伊江村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147324301700","1","20147324301700","沖縄県読谷村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147325101700","1","20147325101700","沖縄県嘉手納町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147326001700","1","20147326001700","沖縄県北谷町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147327801700","1","20147327801700","沖縄県北中城村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147328601700","1","20147328601700","沖縄県中城村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147329401700","1","20147329401700","沖縄県西原町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147348101700","1","20147348101700","沖縄県与那原町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147350201700","1","20147350201700","沖縄県南風原町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147353701700","1","20147353701700","沖縄県渡嘉敷村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147354501700","1","20147354501700","沖縄県座間味村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147355301700","1","20147355301700","沖縄県粟国村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147356101700","1","20147356101700","沖縄県渡名喜村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147357001700","1","20147357001700","沖縄県南大東村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147358801700","1","20147358801700","沖縄県北大東村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147359601700","1","20147359601700","沖縄県伊平屋村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147360001700","1","20147360001700","沖縄県伊是名村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147361801700","1","20147361801700","沖縄県久米島町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147362601700","1","20147362601700","沖縄県八重瀬町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147375801700","1","20147375801700","沖縄県多良間村","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147381201700","1","20147381201700","沖縄県竹富町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220147382101700","1","20147382101700","沖縄県与那国町","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220149996002000","1","20149996002000","試験用ツール７２","0","2020/10/18 00:00","9999/12/31 23:59","0011"
"0220149997802000","1","20149997802000","試験用ツール７１","0","2020/10/18 00:00","9999/12/31 23:59","0011"
"0220201801501700","1","20201801501700","日高中部広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220201812101700","1","20201812101700","空知中部広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220201815501700","1","20201815501700","後志広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220203828801700","1","20203828801700","二戸地区広域行政事務組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220203829601700","1","20203829601700","盛岡北部行政事務組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220203880601700","1","20203880601700","久慈広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220203882201700","1","20203882201700","一関地区広域行政組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220205854801700","1","20205854801700","本荘由利広域市町村圏組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220205862901700","1","20205862901700","大曲仙北広域市町村圏組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220206972801700","1","20206972801700","最上地区広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220211899101700","1","20211899101700","大里広域市町村圏組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220216904801700","1","20216904801700","中新川広域行政事務組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220216907201700","1","20216907201700","砺波地方介護保険組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220216909901700","1","20216909901700","新川地域介護保険・ケーブルテレビ事業組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220218853101700","1","20218853101700","坂井地区広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220220893101700","1","20220893101700","北アルプス広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220220927901700","1","20220927901700","木曽広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220220981301700","1","20220981301700","諏訪広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220221975401700","1","20221975401700","安八郡広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220221976201700","1","20221976201700","揖斐広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220221977101700","1","20221977101700","もとす広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220223917801700","1","20223917801700","知多北部広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220223933001700","1","20223933001700","東三河広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0006"
"0220224921101700","1","20224921101700","紀北広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220224922001700","1","20224922001700","紀南介護保険広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220224927101700","1","20224927101700","鈴鹿亀山地区広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220226859301700","1","20226859301700","相楽東部広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220227864501700","1","20227864501700","くすのき広域連合","0","2009/01/01 00:00","2024/03/31 23:59","0014"
"0220232891001700","1","20232891001700","浜田地区広域行政組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220232893601700","1","20232893601700","雲南広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220236910101700","1","20236910101700","みよし広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220239878101700","1","20239878101700","中芸広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220240954501700","1","20240954501700","福岡県介護保険広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220241830701700","1","20241830701700","杵藤地区広域市町村圏組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220241841201700","1","20241841201700","鳥栖地区広域市町村圏組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220241856101700","1","20241856101700","佐賀中部広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220242843401700","1","20242843401700","島原地域広域市町村圏組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0220247844001700","1","20247844001700","沖縄県介護保険広域連合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0310100000002100","1","10100000002100","民事局","0","2009/01/01 00:00","9999/12/31 23:59","0012"
"0510180000001700","1","10180000001700","国家公務員共済組合連合会（長期）","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0510180010101700","1","10180010101700","日本鉄道共済組合","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0510200000001900","1","10200000001900","国税庁","0","2009/01/01 00:00","9999/12/31 23:59","0007"
"0610070000001700","1","10070000001700","日本私立学校振興・共済事業団（長期）","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0610100000001700","1","10100000001700","文部科学省","0","2009/01/01 00:00","9999/12/31 23:59","0008"
"0610260000001700","1","10260000001700","独立行政法人日本学生支援機構","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620701000601700","1","20701000601700","北海道教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620702000101700","1","20702000101700","青森県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620703000701700","1","20703000701700","岩手県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620704000201700","1","20704000201700","宮城県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620705000801700","1","20705000801700","秋田県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620706000301700","1","20706000301700","山形県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620707000901700","1","20707000901700","福島県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620708000401700","1","20708000401700","茨城県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620709000001700","1","20709000001700","栃木県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620710000501700","1","20710000501700","群馬県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620711000101700","1","20711000101700","埼玉県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620712000601700","1","20712000601700","千葉県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620713000101700","1","20713000101700","東京都教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620714000701700","1","20714000701700","神奈川県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620715000201700","1","20715000201700","新潟県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620716000801700","1","20716000801700","富山県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620717000301700","1","20717000301700","石川県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620718000901700","1","20718000901700","福井県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620719000401700","1","20719000401700","山梨県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620720000001700","1","20720000001700","長野県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620721000501700","1","20721000501700","岐阜県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620722000101700","1","20722000101700","静岡県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620723000601700","1","20723000601700","愛知県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620724000101700","1","20724000101700","三重県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620725000701700","1","20725000701700","滋賀県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620726000201700","1","20726000201700","京都府教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620727000801700","1","20727000801700","大阪府教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620728000301700","1","20728000301700","兵庫県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620729000901700","1","20729000901700","奈良県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620730000401700","1","20730000401700","和歌山県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620731000001700","1","20731000001700","鳥取県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620732000501700","1","20732000501700","島根県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620733000101700","1","20733000101700","岡山県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620734000601700","1","20734000601700","広島県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620735000101700","1","20735000101700","山口県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620736000701700","1","20736000701700","徳島県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620737000201700","1","20737000201700","香川県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620738000801700","1","20738000801700","愛媛県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620739000301700","1","20739000301700","高知県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620740000901700","1","20740000901700","福岡県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620741000401700","1","20741000401700","佐賀県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620742000001700","1","20742000001700","長崎県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620743000501700","1","20743000501700","熊本県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620744000101700","1","20744000101700","大分県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620745000601700","1","20745000601700","宮崎県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620746000101700","1","20746000101700","鹿児島県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620747000701700","1","20747000701700","沖縄県教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801100201700","1","20801100201700","北海道札幌市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801202501700","1","20801202501700","北海道函館市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801203301700","1","20801203301700","北海道小樽市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801204101700","1","20801204101700","北海道旭川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801205001700","1","20801205001700","北海道室蘭市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801206801700","1","20801206801700","北海道釧路市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801207601700","1","20801207601700","北海道帯広市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801208401700","1","20801208401700","北海道北見市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801209201700","1","20801209201700","北海道夕張市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801210601700","1","20801210601700","北海道岩見沢市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801211401700","1","20801211401700","北海道網走市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801212201700","1","20801212201700","北海道留萌市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801213101700","1","20801213101700","北海道苫小牧市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801214901700","1","20801214901700","北海道稚内市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801215701700","1","20801215701700","北海道美唄市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801216501700","1","20801216501700","北海道芦別市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801217301700","1","20801217301700","北海道江別市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801218101700","1","20801218101700","北海道赤平市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801219001700","1","20801219001700","北海道紋別市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801220301700","1","20801220301700","北海道士別市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801221101700","1","20801221101700","北海道名寄市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801222001700","1","20801222001700","北海道三笠市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801223801700","1","20801223801700","北海道根室市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801224601700","1","20801224601700","北海道千歳市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801225401700","1","20801225401700","北海道滝川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801226201700","1","20801226201700","北海道砂川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801227101700","1","20801227101700","北海道歌志内市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801228901700","1","20801228901700","北海道深川市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801229701700","1","20801229701700","北海道富良野市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801230101700","1","20801230101700","北海道登別市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801231901700","1","20801231901700","北海道恵庭市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801233501700","1","20801233501700","北海道伊達市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801234301700","1","20801234301700","北海道北広島市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801235101700","1","20801235101700","北海道石狩市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
"0620801236001700","1","20801236001700","北海道北斗市教育委員会","0","2009/01/01 00:00","9999/12/31 23:59","0002"
